country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
"Micronesia, Federated States of",FM,FSM,583,Proportion of health care facilities with limited hygiene services,2023,27.2728,Total,,%,,,,Total
Mongolia,MN,MNG,496,Proportion of health care facilities with limited hygiene services,2019,27.58620000000001,Total,,%,,,,Total
Mongolia,MN,MNG,496,Proportion of health care facilities with limited hygiene services,2020,27.58620000000001,Total,,%,,,,Total
Mongolia,MN,MNG,496,Proportion of health care facilities with limited hygiene services,2021,27.58620000000001,Total,,%,,,,Total
Mongolia,MN,MNG,496,Proportion of health care facilities with limited hygiene services,2022,27.58620000000001,Total,,%,,,,Total
Mongolia,MN,MNG,496,Proportion of health care facilities with limited hygiene services,2023,27.58620000000001,Total,,%,,,,Total
Morocco,MA,MAR,504,Proportion of health care facilities with limited hygiene services,2018,46.17389999999999,Total,,%,,,,Total
Morocco,MA,MAR,504,Proportion of health care facilities with limited hygiene services,2019,46.17389999999999,Total,,%,,,,Total
Morocco,MA,MAR,504,Proportion of health care facilities with limited hygiene services,2020,46.17389999999999,Total,,%,,,,Total
Morocco,MA,MAR,504,Proportion of health care facilities with limited hygiene services,2021,46.17389999999999,Total,,%,,,,Total
Morocco,MA,MAR,504,Proportion of health care facilities with limited hygiene services,2022,46.17389999999999,Total,,%,,,,Total
Morocco,MA,MAR,504,Proportion of health care facilities with limited hygiene services,2023,46.17389999999999,Total,,%,,,,Total
Nepal,NP,NPL,524,Proportion of health care facilities with limited hygiene services,2017,30.44709999999655,Total,,%,,,,Total
Nepal,NP,NPL,524,Proportion of health care facilities with limited hygiene services,2018,22.84270000000001,Total,,%,,,,Total
Nepal,NP,NPL,524,Proportion of health care facilities with limited hygiene services,2019,22.84270000000001,Total,,%,,,,Total
Nepal,NP,NPL,524,Proportion of health care facilities with limited hygiene services,2020,22.84270000000001,Total,,%,,,,Total
Nepal,NP,NPL,524,Proportion of health care facilities with limited hygiene services,2021,22.84270000000001,Total,,%,,,,Total
Nepal,NP,NPL,524,Proportion of health care facilities with limited hygiene services,2022,22.84270000000001,Total,,%,,,,Total
Nepal,NP,NPL,524,Proportion of health care facilities with limited hygiene services,2023,22.84270000000001,Total,,%,,,,Total
Nicaragua,NI,NIC,558,Proportion of health care facilities with limited hygiene services,2017,33.07516666666667,Total,,%,,,,Total
Nicaragua,NI,NIC,558,Proportion of health care facilities with limited hygiene services,2018,33.07516666666667,Total,,%,,,,Total
Nicaragua,NI,NIC,558,Proportion of health care facilities with limited hygiene services,2019,33.07516666666667,Total,,%,,,,Total
Nicaragua,NI,NIC,558,Proportion of health care facilities with limited hygiene services,2020,33.07516666666667,Total,,%,,,,Total
Nicaragua,NI,NIC,558,Proportion of health care facilities with limited hygiene services,2021,33.07516666666667,Total,,%,,,,Total
Nicaragua,NI,NIC,558,Proportion of health care facilities with limited hygiene services,2022,33.07516666666667,Total,,%,,,,Total
Nicaragua,NI,NIC,558,Proportion of health care facilities with limited hygiene services,2023,33.07516666666667,Total,,%,,,,Total
Niger,NE,NER,562,Proportion of health care facilities with limited hygiene services,2017,59.40344329896916,Total,,%,,,,Total
Niger,NE,NER,562,Proportion of health care facilities with limited hygiene services,2018,57.73602783505147,Total,,%,,,,Total
Niger,NE,NER,562,Proportion of health care facilities with limited hygiene services,2019,56.0686123711338,Total,,%,,,,Total
Niger,NE,NER,562,Proportion of health care facilities with limited hygiene services,2020,54.40119690721658,Total,,%,,,,Total
Niger,NE,NER,562,Proportion of health care facilities with limited hygiene services,2021,52.7337814432989,Total,,%,,,,Total
Niger,NE,NER,562,Proportion of health care facilities with limited hygiene services,2022,51.06636597938123,Total,,%,,,,Total
Niger,NE,NER,562,Proportion of health care facilities with limited hygiene services,2023,49.398950515464,Total,,%,,,,Total
Nigeria,NG,NGA,566,Proportion of health care facilities with limited hygiene services,2011,47.80373926553762,Total,,%,,,,Total
Nigeria,NG,NGA,566,Proportion of health care facilities with limited hygiene services,2012,47.80373926553762,Total,,%,,,,Total
Nigeria,NG,NGA,566,Proportion of health care facilities with limited hygiene services,2013,47.80373926553762,Total,,%,,,,Total
Nigeria,NG,NGA,566,Proportion of health care facilities with limited hygiene services,2014,47.80373926553762,Total,,%,,,,Total
Nigeria,NG,NGA,566,Proportion of health care facilities with limited hygiene services,2015,46.9511858757071,Total,,%,,,,Total
Nigeria,NG,NGA,566,Proportion of health care facilities with limited hygiene services,2016,48.17545748587577,Total,,%,,,,Total
Nigeria,NG,NGA,566,Proportion of health care facilities with limited hygiene services,2017,49.39972909604535,Total,,%,,,,Total
Nigeria,NG,NGA,566,Proportion of health care facilities with limited hygiene services,2018,50.62400070621493,Total,,%,,,,Total
Nigeria,NG,NGA,566,Proportion of health care facilities with limited hygiene services,2019,51.84827231638474,Total,,%,,,,Total
Nigeria,NG,NGA,566,Proportion of health care facilities with limited hygiene services,2020,53.07254392655432,Total,,%,,,,Total
Nigeria,NG,NGA,566,Proportion of health care facilities with limited hygiene services,2021,54.2968155367239,Total,,%,,,,Total
Nigeria,NG,NGA,566,Proportion of health care facilities with limited hygiene services,2022,55.52108714689348,Total,,%,,,,Total
Nigeria,NG,NGA,566,Proportion of health care facilities with limited hygiene services,2023,56.74535875706306,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2000,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2001,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2002,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2003,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2004,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2005,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2006,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2007,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2008,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2009,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2010,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2011,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2012,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2013,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2014,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2015,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2016,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2017,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2018,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2019,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2020,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2021,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2022,0,Total,,%,,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Proportion of health care facilities with limited hygiene services,2023,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2000,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2001,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2002,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2003,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2004,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2005,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2006,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2007,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2008,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2009,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2010,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2011,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2012,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2013,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2014,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2015,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2016,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2017,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2018,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2019,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2020,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2021,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2022,0,Total,,%,,,,Total
Oman,OM,OMN,512,Proportion of health care facilities with limited hygiene services,2023,0,Total,,%,,,,Total
Pakistan,PK,PAK,586,Proportion of health care facilities with limited hygiene services,2017,14.5273,Total,,%,,,,Total
Pakistan,PK,PAK,586,Proportion of health care facilities with limited hygiene services,2018,14.5273,Total,,%,,,,Total
Pakistan,PK,PAK,586,Proportion of health care facilities with limited hygiene services,2019,14.5273,Total,,%,,,,Total
Pakistan,PK,PAK,586,Proportion of health care facilities with limited hygiene services,2020,14.5273,Total,,%,,,,Total
Pakistan,PK,PAK,586,Proportion of health care facilities with limited hygiene services,2021,14.5273,Total,,%,,,,Total
Pakistan,PK,PAK,586,Proportion of health care facilities with limited hygiene services,2022,14.5273,Total,,%,,,,Total
Pakistan,PK,PAK,586,Proportion of health care facilities with limited hygiene services,2023,14.5273,Total,,%,,,,Total
Philippines,PH,PHL,608,Proportion of health care facilities with limited hygiene services,2019,20.24254999999999,Total,,%,,,,Total
Philippines,PH,PHL,608,Proportion of health care facilities with limited hygiene services,2020,20.24254999999999,Total,,%,,,,Total
Philippines,PH,PHL,608,Proportion of health care facilities with limited hygiene services,2021,20.24254999999999,Total,,%,,,,Total
Philippines,PH,PHL,608,Proportion of health care facilities with limited hygiene services,2022,20.24254999999999,Total,,%,,,,Total
Philippines,PH,PHL,608,Proportion of health care facilities with limited hygiene services,2023,20.24254999999999,Total,,%,,,,Total
Rwanda,RW,RWA,646,Proportion of health care facilities with limited hygiene services,2019,53.5529,Total,,%,,,,Total
Rwanda,RW,RWA,646,Proportion of health care facilities with limited hygiene services,2020,53.5529,Total,,%,,,,Total
Rwanda,RW,RWA,646,Proportion of health care facilities with limited hygiene services,2021,53.5529,Total,,%,,,,Total
Rwanda,RW,RWA,646,Proportion of health care facilities with limited hygiene services,2022,53.5529,Total,,%,,,,Total
Rwanda,RW,RWA,646,Proportion of health care facilities with limited hygiene services,2023,53.5529,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2000,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2001,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2002,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2003,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2004,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2005,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2006,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2007,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2008,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2009,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2010,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2011,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2012,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2013,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2014,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2015,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2016,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2017,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2018,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2019,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2020,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2021,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2022,0,Total,,%,,,,Total
San Marino,SM,SMR,674,Proportion of health care facilities with limited hygiene services,2023,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2000,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2001,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2002,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2003,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2004,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2005,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2006,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2007,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2008,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2009,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2010,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2011,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2012,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2013,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2014,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2015,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2016,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2017,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2018,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2019,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2020,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2021,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2022,0,Total,,%,,,,Total
Saudi Arabia,SA,SAU,682,Proportion of health care facilities with limited hygiene services,2023,0,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with limited hygiene services,2013,13.05,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with limited hygiene services,2014,13.05,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with limited hygiene services,2015,14.10000000000001,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with limited hygiene services,2016,14.10000000000001,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with limited hygiene services,2017,14.10000000000001,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with limited hygiene services,2018,14.10000000000001,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with limited hygiene services,2019,14.10000000000001,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with limited hygiene services,2020,14.10000000000001,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with limited hygiene services,2021,14.10000000000001,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with limited hygiene services,2022,14.10000000000001,Total,,%,,,,Total
Serbia,RS,SRB,688,Proportion of health care facilities with limited hygiene services,2023,14.10000000000001,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2000,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2001,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2002,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2003,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2004,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2005,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2006,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2007,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2008,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2009,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2010,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2011,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2012,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2013,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2014,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2015,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2016,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2017,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2018,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2019,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2020,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2021,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2022,0,Total,,%,,,,Total
Singapore,SG,SGP,702,Proportion of health care facilities with limited hygiene services,2023,0,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with limited hygiene services,2016,28.4091,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with limited hygiene services,2017,28.4091,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with limited hygiene services,2018,28.4091,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with limited hygiene services,2019,28.4091,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with limited hygiene services,2020,28.4091,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with limited hygiene services,2021,28.4091,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with limited hygiene services,2022,28.4091,Total,,%,,,,Total
Solomon Islands,SB,SLB,90,Proportion of health care facilities with limited hygiene services,2023,28.4091,Total,,%,,,,Total
Somalia,SO,SOM,706,Proportion of health care facilities with limited hygiene services,2019,13.2701,Total,,%,,,,Total
Somalia,SO,SOM,706,Proportion of health care facilities with limited hygiene services,2020,13.2701,Total,,%,,,,Total
Somalia,SO,SOM,706,Proportion of health care facilities with limited hygiene services,2021,13.2701,Total,,%,,,,Total
Somalia,SO,SOM,706,Proportion of health care facilities with limited hygiene services,2022,13.2701,Total,,%,,,,Total
Somalia,SO,SOM,706,Proportion of health care facilities with limited hygiene services,2023,13.2701,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with limited hygiene services,2017,12.55890000000001,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with limited hygiene services,2018,12.55890000000001,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with limited hygiene services,2019,12.55890000000001,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with limited hygiene services,2020,12.55890000000001,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with limited hygiene services,2021,12.55890000000001,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with limited hygiene services,2022,12.55890000000001,Total,,%,,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,Proportion of health care facilities with limited hygiene services,2023,12.55890000000001,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with limited hygiene services,2017,14.3284,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with limited hygiene services,2018,14.3284,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with limited hygiene services,2019,14.3284,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with limited hygiene services,2020,14.3284,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with limited hygiene services,2021,14.3284,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with limited hygiene services,2022,14.3284,Total,,%,,,,Total
Sudan,SD,SDN,736,Proportion of health care facilities with limited hygiene services,2023,14.3284,Total,,%,,,,Total
Syrian Arab Republic,SY,SYR,760,Proportion of health care facilities with limited hygiene services,2018,5.226500000000002,Total,,%,,,,Total
Syrian Arab Republic,SY,SYR,760,Proportion of health care facilities with limited hygiene services,2019,5.226500000000002,Total,,%,,,,Total
Syrian Arab Republic,SY,SYR,760,Proportion of health care facilities with limited hygiene services,2020,5.226500000000002,Total,,%,,,,Total
Syrian Arab Republic,SY,SYR,760,Proportion of health care facilities with limited hygiene services,2021,5.226500000000002,Total,,%,,,,Total
Syrian Arab Republic,SY,SYR,760,Proportion of health care facilities with limited hygiene services,2022,5.226500000000002,Total,,%,,,,Total
Syrian Arab Republic,SY,SYR,760,Proportion of health care facilities with limited hygiene services,2023,5.226500000000002,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with limited hygiene services,2017,46.57142857142857,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with limited hygiene services,2018,46.57142857142857,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with limited hygiene services,2019,46.57142857142857,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with limited hygiene services,2020,46.57142857142857,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with limited hygiene services,2021,46.57142857142857,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with limited hygiene services,2022,46.57142857142857,Total,,%,,,,Total
Tajikistan,TJ,TJK,762,Proportion of health care facilities with limited hygiene services,2023,46.57142857142857,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with limited hygiene services,2017,49.95911999999953,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with limited hygiene services,2018,46.19823999999971,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with limited hygiene services,2019,42.4373599999999,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with limited hygiene services,2020,40.1899,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with limited hygiene services,2021,40.1899,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with limited hygiene services,2022,40.1899,Total,,%,,,,Total
Tunisia,TN,TUN,788,Proportion of health care facilities with limited hygiene services,2023,40.1899,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2003,82.50233973727416,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2004,82.50233973727416,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2005,82.50233973727416,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2006,82.50233973727416,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2007,82.50233973727416,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2008,82.0316855500821,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2009,81.56103136288995,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2010,81.09037717569788,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2011,80.61972298850571,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2012,80.14906880131355,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2013,79.67841461412149,Total,,%,,,,Total
